shipment_id,order_id,ship_date,ship_mode,shipping_cost
3134,3134,2026-01-06,Second Class,49.45
3135,3135,2025-10-19,Same Day,33.77
3136,3136,2026-03-13,Standard,46.42
3137,3137,2024-08-08,Second Class,45.86
3138,3138,2025-05-30,Second Class,45.91
3139,3139,2024-10-11,Standard,31.07
3140,3140,2026-05-08,Second Class,19.26
3141,3141,2025-08-19,Second Class,22.9
3142,3142,2025-08-15,Same Day,46.3
3143,3143,2025-05-22,Second Class,46.41
3144,3144,2025-05-19,Same Day,7.91
3145,3145,2026-02-25,Same Day,49.73
3146,3146,2024-09-17,Second Class,10.04
3147,3147,2026-02-11,Same Day,23.02
3148,3148,2025-04-10,Second Class,20.55
3149,3149,2024-09-16,Standard,11.82
3150,3150,2025-10-06,Same Day,38.99
3151,3151,2025-03-01,Standard,20.55
3152,3152,2024-08-19,First Class,13.92
3153,3153,2025-02-18,First Class,22.49
3154,3154,2026-01-10,Same Day,31.9
3155,3155,2026-01-28,Second Class,36.29
3156,3156,2025-08-14,Standard,26.23
3157,3157,2025-02-01,Second Class,40.0
3158,3158,2025-08-21,First Class,6.08
3159,3159,2024-09-12,Standard,24.87
3160,3160,2025-08-05,Standard,48.13
3161,3161,2026-05-03,Same Day,8.4
3162,3162,2026-03-11,Same Day,7.46
3163,3163,2024-08-31,Second Class,6.14
3164,3164,2024-11-16,Standard,46.14
3165,3165,2024-11-15,Second Class,36.42
3166,3166,2025-03-08,Same Day,47.53
3167,3167,2025-09-02,Standard,23.11
3168,3168,2024-06-18,Same Day,21.7
3169,3169,2024-11-01,Standard,23.97
3170,3170,2025-05-16,Standard,46.41
3171,3171,2024-12-21,Same Day,14.78
3172,3172,2026-05-18,Second Class,24.41
3173,3173,2026-02-23,First Class,42.66
3174,3174,2025-10-16,Standard,36.0
3175,3175,2026-01-06,Standard,28.01
3176,3176,2026-05-08,Second Class,12.22
3177,3177,2024-12-26,Second Class,19.66
3178,3178,2025-10-24,Same Day,39.96
3179,3179,2024-06-09,Second Class,49.77
3180,3180,2026-05-21,Same Day,22.2
3181,3181,2024-06-17,First Class,23.99
3182,3182,2025-09-01,Same Day,13.94
3183,3183,2025-01-26,Standard,27.44
3184,3184,2026-01-22,Same Day,25.2
3185,3185,2025-09-05,Standard,14.81
3186,3186,2024-11-30,Standard,28.85
3187,3187,2024-11-30,First Class,18.08
3188,3188,2025-07-17,Standard,48.97
3189,3189,2025-07-24,Second Class,36.09
3190,3190,2024-11-08,Standard,16.54
3191,3191,2025-07-09,Standard,49.37
3192,3192,2025-05-12,Same Day,11.2
3193,3193,2025-04-09,Second Class,48.86
3194,3194,2025-10-28,Second Class,6.62
3195,3195,2025-09-29,Same Day,26.5
3196,3196,2025-12-12,Same Day,19.74
3197,3197,2024-07-21,First Class,27.46
3198,3198,2024-06-05,Second Class,30.45
3199,3199,2025-07-10,Second Class,16.05
3200,3200,2026-02-24,Second Class,11.57
3201,3201,2026-02-08,Standard,20.17
3202,3202,2025-11-08,Standard,35.73
3203,3203,2024-12-22,Second Class,7.59
3204,3204,2024-11-04,Same Day,23.61
3205,3205,2025-03-15,Standard,37.5
3206,3206,2024-12-21,Same Day,42.88
3207,3207,2024-07-05,Same Day,19.09
3208,3208,2025-06-01,Second Class,22.48
3209,3209,2025-12-27,Second Class,25.39
3210,3210,2025-12-06,Same Day,42.8
3211,3211,2026-04-22,Standard,12.86
3212,3212,2025-03-22,First Class,32.9
3213,3213,2025-10-18,Standard,27.29
3214,3214,2026-01-31,Same Day,42.6
3215,3215,2024-09-12,Second Class,32.19
3216,3216,2024-06-18,Standard,39.16
3217,3217,2025-05-28,Standard,46.9
3218,3218,2024-07-12,First Class,21.89
3219,3219,2024-08-26,Second Class,18.47
3220,3220,2024-08-01,First Class,20.19
3221,3221,2025-11-26,Second Class,31.14
3222,3222,2026-03-11,Same Day,14.65
3223,3223,2025-03-22,First Class,16.01
3224,3224,2024-09-17,Same Day,41.55
3225,3225,2024-11-27,Same Day,33.18
3226,3226,2025-01-27,First Class,9.36
3227,3227,2025-04-24,Standard,40.01
3228,3228,2024-11-22,Same Day,41.03
3229,3229,2024-12-31,Same Day,39.28
3230,3230,2024-07-24,Second Class,20.52
3231,3231,2025-08-13,Same Day,29.87
3232,3232,2024-07-28,Standard,26.51
3233,3233,2026-03-27,First Class,43.79
3234,3234,2025-05-31,Second Class,41.13
3235,3235,2025-11-13,First Class,7.31
3236,3236,2025-02-18,Second Class,17.54
3237,3237,2024-06-17,Standard,23.69
3238,3238,2025-04-23,First Class,17.83
3239,3239,2025-09-26,Same Day,24.88
3240,3240,2024-08-20,Standard,11.21
3241,3241,2024-12-07,Standard,31.88
3242,3242,2025-07-01,Standard,35.96
3243,3243,2025-02-05,Second Class,47.64
3244,3244,2024-10-13,First Class,26.39
3245,3245,2025-07-06,First Class,35.91
3246,3246,2024-06-22,Second Class,30.13
3247,3247,2024-06-27,Same Day,15.16
3248,3248,2025-11-02,Same Day,38.29
3249,3249,2026-01-30,First Class,26.69
3250,3250,2024-07-20,Standard,9.02
3251,3251,2024-07-17,Second Class,20.93
3252,3252,2026-03-27,First Class,42.24
3253,3253,2024-06-30,First Class,22.62
3254,3254,2025-09-20,Standard,12.32
3255,3255,2025-12-16,Standard,11.76
3256,3256,2024-11-18,Standard,34.11
3257,3257,2025-10-10,Second Class,18.51
3258,3258,2026-04-13,Standard,36.69
3259,3259,2025-12-07,Same Day,33.37
3260,3260,2025-06-07,Second Class,25.9
3261,3261,2025-05-30,Same Day,30.73
3262,3262,2025-08-10,Standard,33.94
3263,3263,2025-01-29,Standard,34.81
3264,3264,2026-03-16,First Class,6.29
3265,3265,2026-04-06,Standard,27.74
3266,3266,2025-01-31,Second Class,28.62
3267,3267,2024-09-25,First Class,37.64
3268,3268,2025-10-25,Standard,35.67
3269,3269,2025-12-05,First Class,37.51
3270,3270,2025-04-11,Second Class,14.05
3271,3271,2025-07-23,Standard,18.33
3272,3272,2025-05-27,Same Day,41.98
3273,3273,2025-01-12,Standard,10.2
3274,3274,2026-03-11,Same Day,42.96
3275,3275,2024-12-26,Standard,49.6
3276,3276,2025-11-16,First Class,35.68
3277,3277,2024-11-05,Second Class,16.35
3278,3278,2026-03-05,Same Day,6.17
3279,3279,2024-11-28,Standard,41.03
3280,3280,2024-10-02,Second Class,13.28
3281,3281,2024-09-28,Standard,29.71
3282,3282,2025-05-14,First Class,12.67
3283,3283,2025-04-14,Standard,22.58
3284,3284,2026-01-06,Standard,40.35
3285,3285,2025-02-12,Standard,44.32
3286,3286,2026-03-28,Second Class,39.31
3287,3287,2025-05-25,First Class,22.76
3288,3288,2025-03-08,Standard,6.92
3289,3289,2024-08-05,Same Day,7.18
3290,3290,2024-09-09,Second Class,23.22
3291,3291,2025-12-26,Standard,42.05
3292,3292,2026-06-01,Standard,19.34
3293,3293,2025-06-05,Same Day,43.18
3294,3294,2026-04-13,Same Day,24.74
3295,3295,2025-10-26,Same Day,8.49
3296,3296,2025-06-02,Same Day,19.93
3297,3297,2026-05-25,Second Class,33.13
3298,3298,2024-06-02,First Class,28.65
3299,3299,2025-12-31,Same Day,11.11
3300,3300,2025-02-02,First Class,37.18
3301,3301,2025-07-27,Second Class,21.9
3302,3302,2025-02-22,Same Day,17.42
3303,3303,2024-06-10,Same Day,39.77
3304,3304,2026-04-28,First Class,20.11
3305,3305,2026-01-23,Same Day,44.4
3306,3306,2026-03-22,Second Class,17.18
3307,3307,2024-11-06,Second Class,47.58
3308,3308,2024-07-02,Same Day,10.67
3309,3309,2025-10-21,Standard,39.84
3310,3310,2024-12-12,Standard,11.37
3311,3311,2026-01-27,First Class,34.17
3312,3312,2026-01-07,Second Class,33.61
3313,3313,2026-03-13,Standard,40.82
3314,3314,2024-09-20,First Class,10.33
3315,3315,2025-09-27,Standard,37.46
3316,3316,2026-02-18,Second Class,13.4
3317,3317,2025-02-27,Standard,31.87
3318,3318,2026-02-25,Same Day,25.85
3319,3319,2024-11-24,Same Day,11.76
3320,3320,2026-03-17,Same Day,25.69
3321,3321,2024-07-07,Standard,47.51
3322,3322,2025-10-03,Second Class,34.76
3323,3323,2026-01-13,Standard,37.53
3324,3324,2025-02-24,Same Day,29.32
3325,3325,2025-05-12,Second Class,49.44
3326,3326,2025-08-16,First Class,42.2
3327,3327,2025-10-21,Standard,30.79
3328,3328,2024-12-01,First Class,41.6
3329,3329,2025-12-05,Standard,29.77
3330,3330,2025-04-26,Standard,34.39
3331,3331,2025-09-20,First Class,25.48
3332,3332,2025-03-10,Standard,48.33
3333,3333,2024-11-02,Standard,49.84
3334,3334,2026-01-25,Same Day,27.73
3335,3335,2026-04-17,First Class,31.86
3336,3336,2024-06-03,First Class,28.45
3337,3337,2025-10-07,Standard,17.36
3338,3338,2025-04-13,Standard,31.46
3339,3339,2026-01-23,First Class,45.44
3340,3340,2025-08-23,First Class,48.78
3341,3341,2024-06-16,Standard,12.28
3342,3342,2025-03-20,Standard,41.08
3343,3343,2025-02-23,Standard,16.68
3344,3344,2024-10-23,Same Day,43.33
3345,3345,2024-09-27,Standard,25.73
3346,3346,2025-12-11,Second Class,43.3
3347,3347,2026-01-22,Second Class,26.66
3348,3348,2025-08-30,Same Day,36.23
3349,3349,2024-09-20,Second Class,48.67
3350,3350,2025-12-18,Standard,37.44
3351,3351,2025-10-29,Second Class,14.47
3352,3352,2024-08-18,Second Class,42.59
3353,3353,2025-03-07,Second Class,31.34
3354,3354,2026-04-01,Second Class,29.6
3355,3355,2025-05-28,First Class,12.8
3356,3356,2024-10-18,Second Class,44.57
3357,3357,2026-05-12,First Class,22.29
3358,3358,2026-01-07,Standard,28.64
3359,3359,2026-04-24,First Class,14.04
3360,3360,2025-05-20,Second Class,21.69
3361,3361,2026-02-10,Standard,9.18
3362,3362,2024-09-19,Second Class,46.37
3363,3363,2026-02-13,Standard,49.03
3364,3364,2025-10-22,First Class,49.85
3365,3365,2025-12-20,First Class,13.29
3366,3366,2024-12-25,First Class,38.48
3367,3367,2025-12-07,Second Class,33.62
3368,3368,2024-07-07,Second Class,33.36
3369,3369,2026-03-11,First Class,14.94
3370,3370,2026-03-19,Second Class,10.4
3371,3371,2024-10-29,Same Day,5.63
3372,3372,2024-12-20,Standard,20.73
3373,3373,2025-10-24,Second Class,38.27
3374,3374,2026-02-06,Second Class,20.2
3375,3375,2025-06-22,Standard,45.11
3376,3376,2025-07-18,Standard,34.14
3377,3377,2026-04-18,First Class,28.13
3378,3378,2026-03-03,Same Day,39.48
3379,3379,2024-10-31,Same Day,17.31
3380,3380,2024-12-03,First Class,39.64
3381,3381,2024-11-15,Same Day,24.38
3382,3382,2025-11-25,First Class,10.62
3383,3383,2025-01-18,First Class,48.02
3384,3384,2025-03-27,First Class,36.05
3385,3385,2026-04-18,Second Class,26.06
3386,3386,2025-10-06,Standard,22.95
3387,3387,2024-07-13,Standard,7.99
3388,3388,2025-09-25,First Class,36.8
3389,3389,2025-10-15,Standard,16.96
3390,3390,2025-08-07,First Class,11.73
3391,3391,2024-11-05,Second Class,43.54
3392,3392,2024-10-11,First Class,42.85
3393,3393,2025-07-01,Second Class,10.84
3394,3394,2024-10-28,Same Day,9.71
3395,3395,2024-09-05,Standard,24.38
3396,3396,2025-01-14,Same Day,15.25
3397,3397,2026-02-11,Same Day,11.66
3398,3398,2026-03-27,Second Class,40.73
3399,3399,2026-05-25,Same Day,10.43
3400,3400,2026-05-23,Same Day,31.1
3401,3401,2026-02-19,Second Class,42.75
3402,3402,2026-02-28,Second Class,17.38
3403,3403,2026-02-17,First Class,28.24
3404,3404,2026-02-12,Standard,15.8
3405,3405,2025-05-16,First Class,43.6
3406,3406,2026-04-27,Standard,20.86
3407,3407,2025-03-31,Same Day,27.02
3408,3408,2026-02-04,Second Class,36.1
3409,3409,2025-02-17,Second Class,16.18
3410,3410,2025-10-14,Same Day,48.57
3411,3411,2025-01-13,Second Class,9.87
3412,3412,2025-01-30,First Class,37.81
3413,3413,2025-01-12,Same Day,10.64
3414,3414,2025-10-31,First Class,27.43
3415,3415,2024-12-30,Same Day,18.01
3416,3416,2024-12-25,Second Class,20.58
3417,3417,2025-08-20,First Class,9.2
3418,3418,2025-07-19,Same Day,43.8
3419,3419,2026-04-27,Second Class,46.77
3420,3420,2025-10-18,Standard,36.08
3421,3421,2024-05-31,Standard,33.68
3422,3422,2024-06-08,Standard,32.42
3423,3423,2025-04-07,Standard,48.66
3424,3424,2026-01-20,Second Class,37.17
3425,3425,2025-11-23,Standard,43.06
3426,3426,2025-03-28,Standard,40.89
3427,3427,2025-04-29,Second Class,16.4
3428,3428,2025-12-31,First Class,38.23
3429,3429,2025-10-12,Second Class,37.08
3430,3430,2025-04-01,First Class,41.95
3431,3431,2025-09-24,Standard,5.51
3432,3432,2024-09-01,First Class,49.65
3433,3433,2025-10-15,Second Class,25.24
3434,3434,2025-04-19,Same Day,46.56
3435,3435,2024-12-29,Same Day,24.38
3436,3436,2025-08-19,Second Class,15.56
3437,3437,2025-03-06,First Class,18.11
3438,3438,2025-05-18,Standard,38.17
3439,3439,2025-11-07,Standard,48.09
3440,3440,2024-12-03,Same Day,15.92
3441,3441,2025-07-02,Same Day,13.9
3442,3442,2026-05-27,First Class,46.76
3443,3443,2025-11-11,Same Day,43.2
3444,3444,2024-12-11,Same Day,33.83
3445,3445,2025-11-26,Same Day,26.41
3446,3446,2024-08-03,Standard,24.46
3447,3447,2025-11-06,Same Day,36.99
3448,3448,2025-06-03,Same Day,32.31
3449,3449,2025-09-01,Same Day,20.97
3450,3450,2024-07-13,First Class,25.7
3451,3451,2025-01-13,Standard,27.7
3452,3452,2025-08-28,First Class,46.49
3453,3453,2025-12-19,Standard,11.53
3454,3454,2026-03-28,First Class,8.7
3455,3455,2024-09-10,First Class,22.82
3456,3456,2024-10-18,Second Class,49.8
3457,3457,2026-04-20,Same Day,27.38
3458,3458,2026-05-14,Standard,41.81
3459,3459,2025-03-20,Same Day,33.96
3460,3460,2025-03-02,Standard,28.23
3461,3461,2025-02-28,Standard,48.72
3462,3462,2026-01-13,Standard,17.59
3463,3463,2025-11-03,Second Class,16.19
3464,3464,2026-03-14,Same Day,16.28
3465,3465,2025-07-01,Same Day,28.25
3466,3466,2026-05-23,First Class,12.05
3467,3467,2026-02-26,Second Class,20.76
3468,3468,2025-07-05,Second Class,42.73
3469,3469,2025-11-04,Same Day,46.86
3470,3470,2024-09-27,First Class,7.52
3471,3471,2025-09-18,Second Class,42.04
3472,3472,2025-08-18,First Class,16.09
3473,3473,2025-05-31,Standard,5.15
3474,3474,2025-06-28,Same Day,8.4
3475,3475,2026-06-03,Second Class,15.19
3476,3476,2025-05-03,First Class,45.12
3477,3477,2026-05-23,Same Day,15.37
3478,3478,2024-11-03,Same Day,28.38
3479,3479,2025-01-26,Standard,46.37
3480,3480,2025-07-04,Same Day,35.86
3481,3481,2024-12-28,First Class,15.09
3482,3482,2025-05-04,Second Class,32.63
3483,3483,2024-06-25,Second Class,41.94
3484,3484,2025-10-09,Standard,21.42
3485,3485,2025-08-23,First Class,43.4
3486,3486,2025-11-28,Standard,21.26
3487,3487,2026-04-09,Same Day,16.69
3488,3488,2025-07-02,Standard,33.63
3489,3489,2025-08-24,First Class,18.14
3490,3490,2025-02-09,Same Day,47.71
3491,3491,2026-03-30,Standard,10.19
3492,3492,2025-02-07,First Class,15.81
3493,3493,2025-12-09,Second Class,23.15
3494,3494,2025-10-18,Standard,24.96
3495,3495,2024-11-09,Second Class,42.22
3496,3496,2025-02-11,Standard,5.21
3497,3497,2025-10-22,Second Class,48.63
3498,3498,2025-07-15,Standard,33.17
3499,3499,2026-05-03,Standard,19.68
3500,3500,2025-10-18,First Class,14.25
3501,3501,2025-05-14,First Class,19.62
3502,3502,2025-04-28,First Class,21.98
3503,3503,2025-08-01,Second Class,10.01
3504,3504,2025-04-02,Standard,24.36
3505,3505,2025-05-18,Second Class,22.35
3506,3506,2024-11-26,Same Day,39.6
3507,3507,2025-03-19,First Class,39.92
3508,3508,2024-07-18,Second Class,14.62
3509,3509,2026-01-06,Standard,24.44
3510,3510,2025-01-29,Same Day,17.24
3511,3511,2025-01-15,Same Day,40.15
3512,3512,2025-07-15,Same Day,26.27
3513,3513,2026-02-04,Same Day,41.04
3514,3514,2025-01-05,Second Class,47.73
3515,3515,2026-01-31,Same Day,45.51
3516,3516,2024-08-29,Second Class,7.27
3517,3517,2024-11-11,Standard,16.15
3518,3518,2026-04-26,Standard,13.59
3519,3519,2025-01-03,Standard,21.72
3520,3520,2025-05-18,Second Class,36.83
3521,3521,2026-03-22,First Class,32.38
3522,3522,2025-03-29,First Class,46.12
3523,3523,2025-08-30,Standard,12.43
3524,3524,2025-11-27,Standard,7.09
3525,3525,2025-04-04,Same Day,19.91
3526,3526,2025-12-08,Same Day,41.73
3527,3527,2024-11-01,First Class,27.66
3528,3528,2025-12-22,Same Day,47.67
3529,3529,2026-04-26,Same Day,32.28
3530,3530,2026-03-28,Second Class,24.82
3531,3531,2024-07-24,Standard,39.89
3532,3532,2025-03-27,Same Day,23.99
3533,3533,2025-02-23,Second Class,42.11
3534,3534,2026-06-03,First Class,5.59
3535,3535,2025-11-22,Standard,22.97
3536,3536,2025-05-23,Second Class,35.6
3537,3537,2026-02-15,First Class,13.64
3538,3538,2025-09-18,First Class,7.28
3539,3539,2025-05-14,Second Class,19.76
3540,3540,2024-09-13,First Class,49.11
3541,3541,2024-12-27,Standard,8.51
3542,3542,2024-12-12,Second Class,44.12
3543,3543,2026-01-31,First Class,19.44
3544,3544,2026-05-20,Standard,26.07
3545,3545,2026-03-05,First Class,7.63
3546,3546,2026-05-04,First Class,42.9
3547,3547,2024-11-30,Second Class,29.46
3548,3548,2025-03-04,First Class,49.57
3549,3549,2026-04-14,Standard,8.54
3550,3550,2024-09-13,Second Class,7.98
3551,3551,2025-07-12,Second Class,49.65
3552,3552,2026-01-19,Second Class,48.79
3553,3553,2025-08-04,First Class,9.69
3554,3554,2025-10-16,Second Class,36.55
3555,3555,2025-05-01,Same Day,47.51
3556,3556,2026-05-23,Same Day,36.54
3557,3557,2025-03-31,Same Day,33.9
3558,3558,2025-09-01,Same Day,43.02
3559,3559,2024-09-29,Standard,11.44
3560,3560,2025-07-12,Second Class,29.82
3561,3561,2026-05-09,Same Day,40.42
3562,3562,2025-04-28,Standard,15.45
3563,3563,2026-03-28,Same Day,23.29
3564,3564,2025-03-01,Second Class,40.2
3565,3565,2025-12-04,Standard,34.17
3566,3566,2025-04-13,Same Day,38.49
3567,3567,2025-09-10,First Class,27.39
3568,3568,2025-07-14,Second Class,19.1
3569,3569,2024-12-14,Standard,46.93
3570,3570,2026-02-08,Standard,40.35
3571,3571,2026-02-07,Standard,36.29
3572,3572,2026-04-14,Standard,49.21
3573,3573,2026-02-21,Same Day,30.56
3574,3574,2026-02-25,Same Day,11.01
3575,3575,2024-12-11,First Class,33.03
3576,3576,2026-04-06,Second Class,24.27
3577,3577,2025-03-17,Same Day,37.01
3578,3578,2025-04-10,Standard,32.55
3579,3579,2025-12-15,First Class,36.99
3580,3580,2024-06-08,Second Class,47.79
3581,3581,2026-02-11,Standard,9.0
3582,3582,2024-11-01,First Class,43.61
3583,3583,2025-04-30,Second Class,44.82
3584,3584,2025-12-19,Standard,20.88
3585,3585,2025-01-11,Same Day,5.73
3586,3586,2026-05-11,Same Day,9.23
3587,3587,2025-06-15,First Class,38.74
3588,3588,2025-03-30,Second Class,21.63
3589,3589,2025-07-03,Same Day,28.02
3590,3590,2026-03-11,Same Day,18.54
3591,3591,2024-10-16,Standard,26.62
3592,3592,2026-01-27,Standard,20.72
3593,3593,2026-03-10,Standard,16.5
3594,3594,2024-07-28,Standard,27.57
3595,3595,2025-10-12,Second Class,26.52
3596,3596,2025-08-20,Same Day,48.52
3597,3597,2026-05-07,First Class,39.41
3598,3598,2025-04-02,Second Class,34.53
3599,3599,2026-03-20,Second Class,31.22
3600,3600,2025-04-20,Same Day,35.56
3601,3601,2025-12-13,Standard,34.36
3602,3602,2025-07-25,Same Day,10.16
3603,3603,2024-10-07,Second Class,10.75
3604,3604,2024-07-20,First Class,12.71
3605,3605,2025-05-11,Second Class,35.57
3606,3606,2025-02-28,Second Class,18.51
3607,3607,2025-09-27,Second Class,8.34
3608,3608,2026-03-15,Same Day,7.61
3609,3609,2025-07-01,Second Class,34.78
3610,3610,2024-07-12,Same Day,38.81
3611,3611,2024-06-23,Same Day,46.65
3612,3612,2025-03-24,First Class,36.83
3613,3613,2024-08-30,Standard,43.7
3614,3614,2025-08-30,Standard,14.19
3615,3615,2024-10-29,Same Day,35.75
3616,3616,2026-01-04,First Class,25.75
3617,3617,2024-06-06,Second Class,23.85
3618,3618,2024-12-19,Same Day,40.64
3619,3619,2025-09-20,Standard,30.58
3620,3620,2026-04-27,Same Day,5.05
3621,3621,2024-12-31,Same Day,44.57
3622,3622,2026-04-08,Standard,18.91
3623,3623,2024-11-16,Same Day,25.23
3624,3624,2025-06-29,Same Day,18.56
3625,3625,2025-10-25,First Class,38.92
3626,3626,2026-05-01,First Class,33.96
3627,3627,2025-01-18,Second Class,6.56
3628,3628,2025-04-29,Same Day,35.95
3629,3629,2025-03-02,Second Class,8.65
3630,3630,2025-06-15,Same Day,10.74
3631,3631,2025-06-01,First Class,18.69
3632,3632,2026-04-03,Second Class,38.62
3633,3633,2025-11-27,Second Class,16.54
3634,3634,2026-05-18,Standard,43.79
3635,3635,2025-12-15,Standard,9.09
3636,3636,2025-07-22,Second Class,16.49
3637,3637,2025-04-04,First Class,32.82
3638,3638,2026-04-13,Second Class,33.91
3639,3639,2025-03-29,First Class,39.73
3640,3640,2026-04-25,Standard,44.17
3641,3641,2024-06-06,Standard,44.93
3642,3642,2025-09-25,Standard,41.24
3643,3643,2024-09-16,First Class,14.87
3644,3644,2026-01-11,Standard,19.65
3645,3645,2025-01-08,Standard,31.14
3646,3646,2025-07-19,Standard,35.98
3647,3647,2026-05-25,Same Day,49.92
3648,3648,2025-09-23,Second Class,33.0
3649,3649,2025-03-03,First Class,47.32
3650,3650,2024-11-06,Second Class,46.23
3651,3651,2024-08-07,Same Day,38.12
3652,3652,2025-05-18,Second Class,6.26
3653,3653,2024-12-26,Standard,12.67
3654,3654,2024-12-21,Standard,49.11
3655,3655,2026-03-08,Standard,43.95
